sector;pregunta;respuesta
Ur 1;Portón incubadora cerrado;nan
Ur 1;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Ur 1;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Ur 1;Pediluvio disponible y operativo;nan
Ur 1;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Ur 1;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Ur 1;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Ajial 3;Arco de desinfección cumple a cabalidad con su función;Regular
Ajial 3;Cámara de fumigación cumple a cabalidad su función;Si
Ajial 3;Disponibilidad de canastillo para desinfección de herramientas;Si
Ajial 3;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Ajial 3;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Ajial 3;Ducha en buen estado y operativa con agua caliente;Si
Ajial 3;Ausencia de insumos y/o materiales a la interperie;Si
Ajial 3;Ausencia de animales silvestres dentro de las instalaciones ;Si
Ajial 3;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Ajial 3;Puerta de caseta danesa cerrada;Si
Ajial 3;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Ajial 3;Pediluvio disponible y operativo;Si
Ajial 3;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Ajial 3;Verificación de uso adecuado de banca danesa;Si
Ajial 3;Portón incubadora cerrado;nan
Ajial 3;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Ajial 3;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Ajial 3;Pediluvio disponible y operativo;nan
Ajial 3;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Ajial 3;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Ajial 3;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Ajial 2;Arco de desinfección cumple a cabalidad con su función;NO
Ajial 2;Cámara de fumigación cumple a cabalidad su función;Si
Ajial 2;Disponibilidad de canastillo para desinfección de herramientas;Si
Ajial 2;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Ajial 2;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Ajial 2;Ducha en buen estado y operativa con agua caliente;Si
Ajial 2;Ausencia de insumos y/o materiales a la interperie;Si
Ajial 2;Ausencia de animales silvestres dentro de las instalaciones ;Si
Ajial 2;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Ajial 2;Puerta de caseta danesa cerrada;Si
Ajial 2;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Ajial 2;Pediluvio disponible y operativo;Si
Ajial 2;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Ajial 2;Verificación de uso adecuado de banca danesa;Si
Ajial 2;Portón incubadora cerrado;nan
Ajial 2;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Ajial 2;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Ajial 2;Pediluvio disponible y operativo;nan
Ajial 2;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Ajial 2;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Ajial 2;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Ajial 1;Arco de desinfección cumple a cabalidad con su función;Regular
Ajial 1;Cámara de fumigación cumple a cabalidad su función;Si
Ajial 1;Disponibilidad de canastillo para desinfección de herramientas;Si
Ajial 1;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Ajial 1;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Ajial 1;Ducha en buen estado y operativa con agua caliente;Si
Ajial 1;Ausencia de insumos y/o materiales a la interperie;Si
Ajial 1;Ausencia de animales silvestres dentro de las instalaciones ;Si
Ajial 1;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Ajial 1;Puerta de caseta danesa cerrada;Si
Ajial 1;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Ajial 1;Pediluvio disponible y operativo;Si
Ajial 1;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Ajial 1;Verificación de uso adecuado de banca danesa;Si
Ajial 1;Portón incubadora cerrado;nan
Ajial 1;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Ajial 1;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Ajial 1;Pediluvio disponible y operativo;nan
Ajial 1;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Ajial 1;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Ajial 1;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
LOS CULENES;Arco de desinfección cumple a cabalidad con su función;Si
LOS CULENES;Cámara de fumigación cumple a cabalidad su función;Si
LOS CULENES;Disponibilidad de canastillo para desinfección de herramientas;Si
LOS CULENES;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LOS CULENES;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LOS CULENES;Ducha en buen estado y operativa con agua caliente;Si
LOS CULENES;Ausencia de insumos y/o materiales a la interperie;Si
LOS CULENES;Ausencia de animales silvestres dentro de las instalaciones ;Si
LOS CULENES;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
LOS CULENES;Puerta de caseta danesa cerrada;Si
LOS CULENES;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
LOS CULENES;Pediluvio disponible y operativo;Si
LOS CULENES;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
LOS CULENES;Verificación de uso adecuado de banca danesa;Si
LOS CULENES;Portón incubadora cerrado;nan
LOS CULENES;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
LOS CULENES;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
LOS CULENES;Pediluvio disponible y operativo;nan
LOS CULENES;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
LOS CULENES;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
LOS CULENES;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
LONGOVILO;Arco de desinfección cumple a cabalidad con su función;Si
LONGOVILO;Cámara de fumigación cumple a cabalidad su función;Si
LONGOVILO;Disponibilidad de canastillo para desinfección de herramientas;Si
LONGOVILO;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LONGOVILO;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LONGOVILO;Ducha en buen estado y operativa con agua caliente;Si
LONGOVILO;Ausencia de insumos y/o materiales a la interperie;Si
LONGOVILO;Ausencia de animales silvestres dentro de las instalaciones ;Si
LONGOVILO;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
LONGOVILO;Puerta de caseta danesa cerrada;Si
LONGOVILO;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
LONGOVILO;Pediluvio disponible y operativo;Si
LONGOVILO;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
LONGOVILO;Verificación de uso adecuado de banca danesa;Si
LONGOVILO;Portón incubadora cerrado;nan
LONGOVILO;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
LONGOVILO;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
LONGOVILO;Pediluvio disponible y operativo;nan
LONGOVILO;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
LONGOVILO;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
LONGOVILO;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
EL DIPUTADO ;Arco de desinfección cumple a cabalidad con su función;Si
EL DIPUTADO ;Cámara de fumigación cumple a cabalidad su función;Si
EL DIPUTADO ;Disponibilidad de canastillo para desinfección de herramientas;Si
EL DIPUTADO ;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
EL DIPUTADO ;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
EL DIPUTADO ;Ducha en buen estado y operativa con agua caliente;Si
EL DIPUTADO ;Ausencia de insumos y/o materiales a la interperie;Si
EL DIPUTADO ;Ausencia de animales silvestres dentro de las instalaciones ;Si
EL DIPUTADO ;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
EL DIPUTADO ;Puerta de caseta danesa cerrada;Si
EL DIPUTADO ;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
EL DIPUTADO ;Pediluvio disponible y operativo;Si
EL DIPUTADO ;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
EL DIPUTADO ;Verificación de uso adecuado de banca danesa;Bueno
EL DIPUTADO ;Portón incubadora cerrado;nan
EL DIPUTADO ;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
EL DIPUTADO ;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
EL DIPUTADO ;Pediluvio disponible y operativo;nan
EL DIPUTADO ;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
EL DIPUTADO ;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
EL DIPUTADO ;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Chayaco 2;Arco de desinfección cumple a cabalidad con su función;NO
Chayaco 2;Cámara de fumigación cumple a cabalidad su función;Si
Chayaco 2;Disponibilidad de canastillo para desinfección de herramientas;Si
Chayaco 2;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Chayaco 2;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
Chayaco 2;Ducha en buen estado y operativa con agua caliente;Si
Chayaco 2;Ausencia de insumos y/o materiales a la interperie;Si
Chayaco 2;Ausencia de animales silvestres dentro de las instalaciones ;NO
Chayaco 2;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Chayaco 2;Puerta de caseta danesa cerrada;Si
Chayaco 2;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
Chayaco 2;Pediluvio disponible y operativo;Si
Chayaco 2;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Chayaco 2;Verificación de uso adecuado de banca danesa;Bueno
Chayaco 2;Portón incubadora cerrado;nan
Chayaco 2;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Chayaco 2;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Chayaco 2;Pediluvio disponible y operativo;nan
Chayaco 2;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Chayaco 2;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Chayaco 2;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Chayaco 1;Arco de desinfección cumple a cabalidad con su función;NO
Chayaco 1;Cámara de fumigación cumple a cabalidad su función;Si
Chayaco 1;Disponibilidad de canastillo para desinfección de herramientas;Si
Chayaco 1;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Chayaco 1;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
Chayaco 1;Ducha en buen estado y operativa con agua caliente;Si
Chayaco 1;Ausencia de insumos y/o materiales a la interperie;Si
Chayaco 1;Ausencia de animales silvestres dentro de las instalaciones ;NO
Chayaco 1;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Chayaco 1;Puerta de caseta danesa cerrada;Si
Chayaco 1;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
Chayaco 1;Pediluvio disponible y operativo;Si
Chayaco 1;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Chayaco 1;Verificación de uso adecuado de banca danesa;Bueno
Chayaco 1;Portón incubadora cerrado;nan
Chayaco 1;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Chayaco 1;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Chayaco 1;Pediluvio disponible y operativo;nan
Chayaco 1;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Chayaco 1;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Chayaco 1;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Lolenco;Arco de desinfección cumple a cabalidad con su función;NO
Lolenco;Cámara de fumigación cumple a cabalidad su función;Si
Lolenco;Disponibilidad de canastillo para desinfección de herramientas;Si
Lolenco;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Lolenco;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
Lolenco;Ducha en buen estado y operativa con agua caliente;Si
Lolenco;Ausencia de insumos y/o materiales a la interperie;Si
Lolenco;Ausencia de animales silvestres dentro de las instalaciones ;Si
Lolenco;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Lolenco;Puerta de caseta danesa cerrada;Si
Lolenco;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
Lolenco;Pediluvio disponible y operativo;Si
Lolenco;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Lolenco;Verificación de uso adecuado de banca danesa;Bueno
Lolenco;Portón incubadora cerrado;nan
Lolenco;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Lolenco;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Lolenco;Pediluvio disponible y operativo;nan
Lolenco;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Lolenco;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Lolenco;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Puangue;Arco de desinfección cumple a cabalidad con su función;Si
Puangue;Cámara de fumigación cumple a cabalidad su función;Si
Puangue;Disponibilidad de canastillo para desinfección de herramientas;Si
